,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,label
840,0,1,0,0,1,0,0,1,0,0,0
841,1,0,0,0,0,1,1,1,0,0,0
842,0,0,0,0,1,0,0,0,0,0,0
844,0,0,0,1,1,0,0,0,1,0,0
848,0,0,0,0,0,0,1,0,0,0,0
850,1,0,1,0,0,0,0,0,0,0,0
851,0,0,0,0,0,1,1,1,0,0,1
852,1,1,0,0,1,0,0,1,0,0,1
853,1,0,1,0,1,1,1,1,0,0,0
854,0,0,0,1,0,0,0,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0,0
856,1,0,0,0,0,1,0,0,0,0,0
857,0,0,0,0,1,1,1,1,0,0,0
859,0,1,0,0,0,0,1,0,0,0,0
860,0,1,0,0,0,0,0,0,0,1,1
861,1,1,0,1,1,0,0,0,0,1,1
862,1,0,0,0,0,0,0,0,0,0,0
864,0,0,1,0,1,0,0,0,0,0,1
865,0,0,0,0,0,0,1,0,0,1,0
869,0,1,0,1,1,0,0,0,0,0,0
871,0,0,1,0,0,0,1,1,0,0,0
874,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,0,1,0,0,0,0,0
876,0,0,0,0,1,0,0,0,0,0,0
877,1,0,1,1,0,1,1,1,0,0,0
878,0,0,0,0,0,0,1,1,0,0,0
879,0,0,1,0,0,0,0,0,0,1,1
880,1,0,0,0,0,0,0,0,0,0,0
882,0,0,1,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,0,0,0,0
885,0,0,0,0,0,0,1,0,0,0,0
887,0,0,0,0,0,1,0,0,0,0,0
889,0,0,1,0,1,0,0,0,0,0,1
890,0,0,0,1,0,0,0,0,0,0,0
891,0,0,0,0,0,0,1,1,0,0,0
892,0,0,0,0,0,0,0,1,0,0,0
893,1,0,0,0,1,0,0,1,0,0,0
895,0,0,1,0,0,0,0,0,0,0,0
896,1,1,0,1,1,0,1,1,0,1,1
897,0,0,0,0,1,1,1,0,0,0,0
898,0,0,0,0,0,0,0,0,0,0,1
899,0,0,0,0,0,0,0,0,1,1,1
900,0,0,0,1,1,0,0,0,1,0,0
901,1,0,0,0,0,1,1,1,0,0,0
903,0,0,1,0,1,1,1,1,0,0,0
905,0,0,0,0,0,1,1,1,0,0,0
908,0,0,0,0,0,0,0,1,0,1,0
910,1,0,1,0,1,0,0,0,0,0,0
911,1,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,1,1,0
913,0,0,1,0,0,1,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0,0
916,0,0,1,0,0,0,0,0,0,0,0
919,0,0,0,0,0,1,0,0,0,0,0
920,1,1,1,1,0,0,0,0,0,0,0
921,1,0,0,1,1,1,0,1,0,0,0
922,1,0,0,0,1,0,0,0,0,0,0
923,1,0,0,0,1,1,1,1,1,1,0
924,1,0,0,0,0,0,0,0,0,1,0
925,0,0,1,0,0,0,0,0,0,0,0
927,1,0,1,0,1,0,0,0,0,0,0
928,0,0,1,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,1
930,1,0,0,0,1,0,0,0,0,0,0
932,0,0,0,1,0,0,0,0,0,0,0
934,1,0,1,0,1,1,1,0,0,1,1
938,0,0,1,0,0,0,0,0,0,0,0
939,0,0,0,0,1,0,1,0,1,1,1
942,1,0,1,0,0,0,0,0,0,0,0
944,0,0,0,0,1,0,0,0,0,0,0
945,1,1,0,0,0,0,0,0,0,0,0
946,0,0,1,0,0,0,0,0,0,0,0
948,1,0,0,0,0,0,0,0,0,0,0
950,1,1,1,0,1,0,0,0,0,1,1
951,0,0,0,0,0,0,0,0,0,0,0
952,1,0,1,0,1,0,0,0,1,0,0
953,0,0,0,0,0,0,0,0,0,0,0
954,0,1,0,0,0,0,0,0,0,0,0
956,1,0,0,0,0,1,0,0,0,0,0
957,0,1,1,0,1,0,1,0,0,0,1
958,0,0,0,0,1,0,0,0,0,0,0
959,0,0,1,0,1,0,0,0,0,0,0
960,1,1,1,1,1,0,0,0,1,1,1
961,1,0,0,1,1,0,1,1,0,0,0
962,1,1,1,1,0,1,1,1,0,0,0
963,1,0,0,0,1,0,0,0,0,0,0
966,1,0,1,0,1,0,0,0,0,0,0
967,1,0,0,1,0,0,0,0,0,0,0
968,1,0,0,0,0,0,0,0,0,0,0
972,1,0,0,1,1,0,0,0,0,0,0
973,0,0,1,0,0,0,0,0,0,0,1
974,0,0,0,0,0,0,0,0,0,0,0
976,0,0,1,0,1,0,0,0,0,0,1
978,1,1,0,1,1,0,0,0,0,0,0
979,1,1,1,0,0,0,0,0,0,0,0
980,0,0,1,0,1,0,0,0,0,0,0
981,0,0,1,0,0,1,0,1,0,1,0
983,0,0,0,0,0,0,0,0,0,0,0
985,1,1,1,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0
987,1,0,0,0,0,0,0,0,1,1,1
989,0,0,1,0,0,0,0,0,0,0,0
990,1,1,0,1,1,0,0,0,0,0,0
995,0,0,0,1,0,0,0,0,0,0,0
996,1,0,0,0,0,0,0,0,0,0,0
997,1,0,0,0,0,0,0,0,0,0,0
999,1,0,1,0,1,0,0,0,0,0,0
1001,0,0,1,0,0,0,0,0,1,0,0
1002,0,0,0,0,1,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,0,0,0,0
1004,0,1,1,0,1,0,1,0,0,1,0
1006,0,0,0,0,1,0,0,0,0,0,0
1007,0,0,1,0,0,0,0,0,0,0,0
1010,1,0,1,0,1,0,0,0,0,0,1
1011,1,0,1,0,0,0,0,0,0,1,1
1013,1,1,1,0,1,1,0,0,0,0,0
1014,1,1,1,1,1,1,0,0,1,1,0
1017,1,0,1,0,1,0,0,0,0,0,0
1018,1,0,0,1,1,1,1,1,1,1,0
1019,0,0,1,0,0,0,0,0,0,0,0
1020,1,0,0,0,1,0,0,0,0,0,0
1023,0,0,0,0,0,0,1,0,0,0,0
1024,1,0,1,1,1,0,0,0,1,1,1
1026,1,0,1,0,1,0,0,0,0,0,0
1028,1,0,0,0,1,0,0,0,0,0,0
1030,0,0,1,0,0,0,0,0,0,0,0
1031,0,0,1,0,1,0,0,0,0,1,1
1034,0,0,1,0,0,0,0,0,0,1,0
1036,0,0,1,1,0,0,0,0,0,0,0
1037,1,0,0,0,1,0,1,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,1,0
1039,0,0,0,0,0,0,0,0,1,0,1
1041,1,1,1,1,1,0,1,1,1,1,1
1042,0,0,1,0,0,0,1,0,0,0,0
1045,1,1,1,0,0,0,0,0,0,0,0
1047,0,0,0,0,0,0,1,0,0,0,0
1048,0,0,0,0,0,0,0,0,0,1,0
1050,0,0,1,0,0,0,0,0,0,0,0
1051,1,1,1,0,0,1,1,1,0,1,0
1052,1,1,0,0,1,0,0,0,0,1,1
1053,1,0,0,0,0,0,0,0,0,0,0
1054,0,0,1,0,0,0,1,0,0,0,0
1055,0,0,1,0,0,0,1,0,0,0,0
1056,0,0,0,0,0,0,0,0,0,0,0
1057,1,0,1,0,1,1,0,0,1,1,1
1058,1,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,1,0,0,0,0,0,0
1061,1,1,1,1,1,0,0,0,0,1,0
1062,0,0,0,0,1,0,0,0,0,0,0
1063,1,0,0,0,0,1,1,0,0,0,0
1064,0,1,0,0,0,0,0,0,0,0,0
1065,1,0,0,0,0,1,0,0,0,1,0
1067,0,0,1,0,0,1,1,1,0,0,1
1068,0,1,1,0,0,0,0,0,0,0,0
1069,1,1,1,0,0,0,0,0,0,0,1
1070,0,0,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,1,0,0,0,0,0,0
1072,0,1,1,0,0,0,0,0,0,0,0
1073,1,0,0,0,0,1,0,0,0,0,0
1075,1,0,0,0,0,0,0,0,0,0,0
1076,1,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,1,1
1078,0,0,0,0,1,0,0,0,0,0,0
1080,1,1,1,1,1,1,1,1,0,0,0
1082,1,0,0,0,0,0,0,0,0,0,0
1085,1,1,0,1,1,0,1,0,1,1,1
1086,1,0,0,0,0,0,0,0,0,0,0
1088,1,0,0,0,1,1,1,1,0,1,1
1089,1,1,0,1,1,0,0,0,1,1,1
1090,0,0,0,0,0,0,0,0,0,1,1
1091,0,0,1,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,1,0
1095,0,1,0,0,0,0,0,0,0,1,1
1096,0,1,0,0,1,0,0,0,0,1,1
1097,0,0,0,0,0,0,0,0,0,0,0
1098,0,0,1,0,1,0,0,0,0,0,0
1100,0,0,0,0,0,1,1,0,0,0,1
1102,0,0,0,0,1,0,0,0,0,0,1
1103,0,0,0,0,0,0,1,0,0,0,1
1105,1,0,0,0,1,0,0,0,0,1,1
1107,0,0,0,0,0,1,1,1,0,1,1
1108,1,0,0,0,0,0,0,0,1,0,0
1109,0,0,1,1,1,0,0,0,0,0,0
1111,0,0,1,1,1,0,0,0,0,0,0
1112,1,0,0,1,0,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,0,0,0,1
1115,1,0,0,0,1,0,0,0,0,1,0
1116,1,0,1,0,0,0,0,0,0,0,1
1117,0,0,0,0,1,0,0,0,0,0,0
1118,1,0,0,1,1,0,0,0,0,0,1
1119,0,0,0,1,0,1,0,0,0,1,0
1121,0,0,0,1,1,0,1,1,0,1,1
1123,0,0,1,1,0,0,0,0,1,0,0
1124,0,0,1,1,0,0,0,0,0,0,0
1125,0,0,0,1,0,0,0,0,0,0,0
1126,0,1,0,0,0,0,0,0,0,0,0
1127,1,1,1,0,0,1,1,0,0,1,0
1128,1,0,0,0,0,0,0,0,0,1,0
1131,1,0,0,0,1,1,1,0,0,1,0
1132,0,0,0,0,0,0,0,0,0,0,1
1134,0,0,0,1,0,0,0,0,0,0,0
1136,1,0,0,1,1,0,1,0,1,1,0
1137,0,0,0,0,1,0,0,0,1,0,0
1138,0,0,0,1,0,0,0,0,0,0,1
1139,1,0,0,0,0,1,1,0,0,0,0
1140,0,0,0,1,0,0,0,0,0,0,0
1141,1,0,1,1,1,1,0,0,0,0,0
1143,0,0,0,0,0,0,0,0,0,0,0
1144,0,1,1,1,0,0,0,0,0,0,0
1145,0,0,0,0,0,1,0,0,0,0,0
1146,0,0,0,1,0,0,1,1,0,0,0
1148,0,0,1,0,0,0,0,1,0,0,0
1149,0,0,0,0,0,1,0,0,1,1,0
1151,1,1,0,1,1,1,1,0,0,0,1
1153,1,0,0,1,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0,0,0,1
1157,1,0,1,0,1,0,0,0,0,0,0
1158,1,1,0,0,1,0,0,0,0,0,0
1159,1,0,0,0,0,0,0,0,0,0,0
1160,1,0,0,0,0,0,0,0,0,0,0
1161,1,1,0,0,1,1,1,0,0,1,0
1163,0,1,0,0,0,0,0,0,0,0,0
1165,0,0,1,0,0,0,0,0,0,1,0
1166,0,1,1,0,1,0,0,0,0,0,1
1167,0,0,0,0,0,0,1,0,0,0,0
1169,0,0,0,1,0,1,1,1,0,0,0
1170,0,0,0,0,0,0,0,1,0,0,0
1171,0,0,0,0,0,0,0,1,1,0,0
1172,1,0,0,0,0,0,0,0,0,0,0
1173,0,0,1,0,0,0,0,0,0,0,0
1174,0,0,0,0,0,1,1,0,0,0,0
1175,1,1,1,1,1,1,1,1,1,0,0
1176,1,0,0,0,0,0,0,0,0,0,0
1177,1,1,1,0,1,0,1,1,0,0,0
1178,0,0,0,0,0,0,1,0,0,0,0
1179,1,1,0,1,1,1,0,0,1,0,0
1181,0,0,0,0,0,1,1,1,1,0,0
1182,0,0,0,0,0,1,1,1,0,1,0
1183,0,0,1,0,0,0,0,0,0,0,0
1185,0,1,1,1,0,0,0,0,0,1,1
1187,0,0,0,0,0,0,1,0,0,0,0
1189,0,0,1,0,0,0,0,0,0,0,0
1190,0,1,0,0,0,0,0,0,0,1,0
1191,0,0,1,0,0,0,0,0,0,1,0
1192,0,0,0,0,0,0,1,0,0,0,0
1193,1,1,1,1,1,0,0,0,1,0,0
1194,0,0,0,0,0,1,0,0,0,0,0
1196,0,0,0,0,0,0,1,1,0,0,1
1197,1,0,1,0,1,0,0,0,1,1,1
1198,0,0,0,0,0,0,0,1,0,0,0
1199,1,1,0,0,0,0,0,0,0,0,0
1200,1,0,0,0,0,1,1,0,0,0,0
1203,1,1,1,0,1,0,0,1,0,0,0
1204,1,1,0,1,1,0,1,0,0,1,0
1207,1,0,0,0,0,1,1,0,0,0,0
1212,1,0,1,0,1,1,1,1,0,0,0
1215,1,0,0,0,1,1,0,0,0,1,1
1216,0,0,0,0,0,0,0,0,0,0,0
1217,0,0,1,0,0,0,1,1,0,0,0
1218,1,0,1,1,0,0,0,0,0,0,0
1219,1,0,0,0,1,0,1,0,0,1,1
1220,0,0,0,0,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0,1,0,0,0
1226,0,0,0,0,1,0,1,1,0,0,1
1228,1,1,1,1,1,1,0,0,1,1,1
1229,1,1,0,0,1,0,0,0,0,1,0
1230,1,1,1,0,1,1,1,0,1,1,1
1231,0,0,0,0,0,0,0,0,0,0,1
1232,0,1,0,0,0,0,1,1,0,0,1
1234,0,0,1,1,1,0,0,1,0,0,0
1236,0,0,0,1,1,0,0,0,0,0,0
1237,1,0,1,0,0,0,0,0,0,0,0
1238,0,1,0,0,1,0,1,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0,0
1240,1,0,0,0,0,0,0,0,0,0,0
1241,1,1,1,1,1,0,0,0,0,0,0
1243,0,0,0,1,0,0,0,0,0,1,0
1245,0,1,1,0,0,0,0,0,0,0,1
1246,1,0,0,1,1,1,1,1,0,0,1
1247,0,0,0,0,0,0,1,0,0,0,0
1248,1,0,0,0,0,0,0,0,0,1,0
1250,0,0,0,0,0,0,0,0,0,0,0
1251,1,1,0,0,0,0,0,0,0,0,1
1252,1,0,0,1,1,0,0,0,0,0,0
1254,0,0,0,0,1,0,0,0,0,0,0
1255,0,0,0,1,0,0,0,0,0,0,0
1256,1,0,0,0,1,1,1,0,0,0,0
1258,0,0,1,0,0,0,0,0,0,1,0
1259,1,1,0,0,0,0,0,0,0,0,0
1261,1,0,0,0,0,1,0,0,1,1,1
1262,1,0,0,0,1,1,0,0,0,0,0
1264,0,0,0,0,0,0,0,0,0,0,0
1266,0,0,0,1,0,0,0,0,0,0,0
1267,1,0,0,1,1,0,0,0,0,0,0
1269,0,0,1,0,0,0,0,0,0,0,1
1270,1,0,1,0,0,0,1,0,0,0,0
1272,0,0,0,0,0,0,0,0,0,0,0
1276,1,0,1,0,1,0,1,0,0,0,0
1277,1,1,1,0,0,0,0,0,0,0,0
1280,0,0,1,0,0,0,0,0,0,0,0
1282,0,0,1,0,0,0,0,0,0,0,0
1283,1,1,0,0,1,0,0,0,1,1,1
1286,1,0,0,0,0,0,0,0,0,0,0
1287,0,0,0,0,1,0,0,0,0,1,0
1288,0,0,0,0,0,0,0,0,1,0,0
1289,0,0,0,1,1,0,0,0,0,1,1
1290,0,0,0,0,0,0,0,0,0,0,1
1292,0,1,0,0,0,0,0,0,0,0,0
1293,0,0,0,1,1,0,1,0,0,1,1
1294,0,1,0,0,0,0,0,0,0,0,1
1295,1,0,0,0,0,0,1,1,0,0,0
1297,0,0,0,0,1,0,0,0,0,0,0
1302,0,0,1,0,1,0,0,0,0,1,0
1303,0,0,0,0,0,1,1,0,0,0,0
1305,1,0,0,0,0,1,0,0,0,0,0
1306,1,0,0,0,0,0,0,0,0,0,0
1307,1,1,0,0,0,0,0,0,0,0,0
1308,0,1,1,0,1,0,1,1,0,0,0
1309,0,0,1,0,0,0,1,1,0,0,0
1310,0,0,0,0,0,1,0,0,0,0,0
1312,1,0,0,0,0,1,0,0,0,0,0
1313,1,1,1,1,1,1,1,1,1,1,0
1314,0,0,0,0,1,0,1,1,0,1,0
1315,0,0,0,0,0,0,0,0,0,1,0
1316,1,0,0,1,1,0,1,1,0,1,1
1317,0,0,1,0,0,0,1,1,0,0,0
1318,1,1,0,0,1,1,1,1,0,0,0
1320,1,0,0,1,0,1,0,0,0,0,0
1323,0,0,0,0,0,0,0,1,0,0,0
1325,1,0,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,1,0,0,0
1327,0,0,0,0,0,0,1,1,0,0,0
1330,0,0,1,0,0,0,0,0,0,0,0
1331,0,1,1,0,0,0,0,0,1,1,1
1333,0,0,0,0,1,0,1,1,0,0,0
1334,0,0,0,0,0,0,1,1,0,0,0
1335,0,0,0,0,0,0,0,1,0,0,0
1337,0,0,0,0,0,0,0,1,0,0,0
1338,0,0,0,0,0,1,1,1,0,0,0
1339,1,1,0,0,0,1,1,1,0,0,0
1343,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,0,0,0,0,1
1345,0,0,0,0,0,0,1,0,0,0,0
1347,1,0,0,1,1,1,1,1,0,1,0
1352,0,1,1,0,0,0,1,1,0,0,0
1356,0,0,0,0,0,0,0,0,0,1,1
1357,0,0,1,1,1,0,0,0,0,0,0
1358,0,0,0,0,1,0,0,0,0,0,0
1359,0,0,0,0,0,0,1,1,0,0,0
1360,1,0,1,0,1,0,1,1,0,0,0
1362,0,0,1,0,0,0,1,0,0,1,1
1363,1,1,1,0,1,1,1,1,0,0,0
1364,0,0,0,0,0,0,0,0,0,1,0
1366,0,0,0,0,1,0,0,0,0,1,1
1367,0,0,1,0,0,0,0,0,0,0,0
1370,1,0,1,0,0,0,0,0,0,0,0
1371,0,0,1,0,1,1,1,1,0,0,0
1372,1,1,1,1,1,0,0,0,0,0,0
1373,1,0,0,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,1,1,0,0,0
1376,0,0,0,0,0,0,0,0,0,1,0
1377,1,0,0,0,1,0,0,0,0,0,0
1378,0,1,1,1,0,1,1,0,0,0,0
1381,1,1,0,0,1,0,1,1,0,0,0
1382,0,0,0,1,0,1,0,0,0,0,0
1385,0,0,0,0,1,1,0,1,0,0,0
1386,1,0,0,0,0,1,0,0,0,0,0
1387,0,0,0,0,0,0,0,0,0,0,1
1389,0,0,0,0,0,0,0,0,0,1,1
1390,1,0,1,0,1,0,1,0,0,1,0
1391,0,0,0,0,0,0,0,1,0,0,0
1394,1,0,1,1,1,0,1,1,0,0,1
1400,0,1,1,0,1,0,1,1,0,1,1
1402,0,0,1,0,1,0,0,0,0,0,1
1404,1,1,0,0,1,0,0,0,0,0,0
1405,0,0,0,0,1,0,1,1,0,0,0
1406,0,0,0,0,0,0,1,0,0,1,0
1407,1,1,0,0,0,0,0,0,0,0,0
1408,0,0,0,0,0,1,1,0,0,0,0
1410,0,0,0,0,0,0,1,1,0,0,0
1412,0,0,0,0,0,0,1,0,0,0,1
1413,0,0,0,0,0,0,0,0,0,1,0
1415,0,0,1,0,0,0,0,0,0,0,1
1418,1,1,1,1,1,0,0,0,1,0,0
1419,1,1,0,0,1,1,1,1,0,0,0
1421,1,0,1,0,0,1,1,1,0,0,0
1422,1,0,1,1,1,1,1,0,0,0,0
1423,1,0,0,0,1,1,1,1,0,1,0
1424,0,0,0,0,0,1,1,1,0,0,0
1425,1,1,0,0,0,1,0,1,1,1,1
1426,0,0,0,0,0,0,0,0,0,1,0
1427,1,0,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,1,0,0,0,0
1430,1,0,0,0,0,0,0,0,1,0,0
1431,0,0,1,0,0,1,0,0,0,0,0
1433,0,0,1,0,0,1,0,1,0,0,0
1435,1,1,0,1,1,0,1,0,0,0,0
1436,1,0,1,0,0,1,0,0,0,0,0
1438,0,0,0,0,0,0,1,1,0,1,1
1439,0,0,0,0,1,0,0,0,0,0,0
1440,1,1,1,0,0,0,0,0,1,1,1
1442,0,0,0,0,0,1,1,0,0,0,0
1445,0,0,0,0,1,0,0,0,0,0,0
1447,0,1,0,1,1,1,0,0,0,1,1
1448,0,0,0,0,0,0,1,1,0,0,0
1449,1,0,0,0,1,1,1,0,0,0,0
1450,1,1,0,1,1,0,0,0,0,1,1
1451,1,1,0,0,0,1,1,1,0,1,1
1453,1,0,0,0,1,0,0,0,0,0,0
1454,1,0,0,0,0,0,0,0,0,0,0
1456,0,0,0,0,0,1,0,0,0,0,0
1457,1,1,0,0,1,1,1,1,0,1,0
1460,0,0,0,0,0,0,0,0,0,0,0
1461,1,0,0,0,0,0,0,0,0,0,0
1462,1,0,1,0,1,0,0,0,0,0,0
1463,0,0,0,0,0,0,0,0,0,0,0
1464,1,0,0,0,0,0,0,0,0,0,0
1465,1,0,0,0,0,0,0,0,0,0,0
1468,1,0,1,1,0,0,0,0,0,0,0
1469,1,1,0,0,1,1,1,0,1,1,1
1470,0,0,0,0,0,0,0,0,0,0,0
1471,0,0,0,0,1,0,0,0,0,1,1
1472,1,0,0,0,1,0,0,0,0,0,0
1473,1,0,0,1,1,0,0,0,0,0,0
1474,0,1,1,1,0,0,0,1,0,0,0
1475,0,0,1,0,0,0,0,0,0,0,0
1478,1,0,0,0,1,1,0,0,1,1,0
1480,0,0,1,0,0,0,0,0,0,0,1
1481,0,0,0,0,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,1,1,1,0,0
1484,0,0,0,0,0,0,0,0,0,1,1
1485,0,1,1,0,0,0,0,0,0,0,0
1487,0,0,0,1,0,0,0,0,0,0,0
1488,0,0,0,0,0,0,0,0,0,1,1
1489,0,0,0,0,0,0,0,0,0,1,1
1490,0,0,1,0,0,0,0,0,0,0,0
1491,0,0,0,0,0,0,0,0,0,1,1
1492,0,1,1,0,0,0,0,0,0,0,0
1493,0,1,0,0,0,0,0,0,0,1,1
1494,0,0,0,0,1,0,0,0,0,0,0
1495,0,1,0,1,0,0,1,0,0,0,0
1496,0,0,0,0,0,1,0,1,0,0,0
1497,1,0,0,0,0,0,0,0,0,0,0
1499,1,0,0,0,1,0,1,0,0,1,0
1500,0,0,1,0,0,0,0,0,0,1,0
1501,0,1,0,0,0,0,0,0,0,0,0
1502,1,0,0,1,0,0,0,0,0,0,0
1503,0,0,1,0,0,0,0,0,0,0,0
1504,1,0,0,0,0,0,0,0,0,0,0
1505,0,0,1,0,0,0,1,0,0,0,0
1506,1,0,0,0,0,0,1,1,0,1,0
1507,1,1,0,0,1,0,0,0,0,0,0
1508,1,0,0,0,0,0,0,0,0,0,0
1510,0,0,0,0,0,0,1,0,0,0,0
1514,1,0,0,0,0,1,0,0,0,0,0
1515,0,1,0,0,0,0,0,0,0,0,0
1516,0,0,0,1,0,0,0,0,0,0,0
1517,1,1,1,0,0,0,1,0,0,0,0
1518,0,0,0,0,0,0,0,0,0,0,0
1519,1,0,0,0,0,1,0,0,0,0,0
1521,1,0,1,0,1,0,0,0,0,0,1
1522,0,0,0,0,0,0,0,1,0,0,0
1523,0,1,0,0,0,0,0,0,0,1,0
1526,0,1,1,1,1,0,0,0,0,0,0
1528,0,0,1,0,0,0,0,0,0,0,0
1531,1,0,0,0,1,1,1,1,0,0,0
1534,0,0,0,0,0,0,0,1,0,0,0
1535,0,0,0,0,0,0,0,0,0,0,0
1536,0,1,1,1,0,0,0,0,0,0,0
1538,1,0,0,0,0,1,0,0,0,0,0
1539,0,1,0,1,0,0,0,0,0,0,0
1540,0,0,0,0,0,0,0,0,0,1,0
1542,0,0,0,0,0,1,0,0,0,0,0
1543,0,0,0,0,0,0,1,1,0,0,0
1544,0,0,0,0,1,1,1,1,0,0,0
1545,0,0,0,0,0,0,0,0,0,0,1
1546,1,0,1,1,1,1,0,0,1,0,0
1547,0,0,1,0,1,1,0,0,0,0,0
1548,0,0,0,0,1,0,1,0,0,1,0
1549,1,1,0,0,1,0,0,1,0,0,0
1551,1,0,0,0,1,0,0,0,0,0,0
1552,1,0,1,1,1,1,1,0,0,1,1
1554,1,0,0,0,0,0,0,0,0,0,0
1555,0,1,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,0,0,0,0,0,0
1560,1,1,1,0,1,0,0,0,0,1,0
1561,0,0,0,0,0,1,0,0,0,0,0
1563,0,0,1,0,0,0,1,1,0,0,0
1564,1,0,0,0,1,0,1,1,0,0,0
1566,0,0,1,0,0,0,0,0,0,0,0
1568,0,0,1,0,0,0,0,0,0,0,0
1569,0,0,1,0,0,0,0,0,0,0,1
1570,1,0,1,0,1,0,1,0,0,0,1
1571,0,0,0,0,0,0,0,1,0,0,0
1573,1,0,0,0,0,0,0,0,0,0,0
1574,1,1,0,1,0,1,1,1,0,0,0
1575,0,0,0,0,0,0,0,1,0,0,0
1578,0,0,0,1,0,0,0,0,0,0,0
1579,1,1,0,0,0,0,0,1,0,1,0
1580,0,0,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,1,1,0,0,0
1582,1,0,0,0,0,0,1,1,0,0,0
1583,1,1,0,0,0,1,1,1,1,0,0
1584,0,0,1,0,0,0,0,0,0,0,0
1585,1,0,1,1,1,1,0,1,1,1,1
1586,0,0,1,0,0,0,0,0,0,1,0
1588,0,1,0,0,1,0,0,1,0,0,0
1589,1,1,0,0,1,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,1,0,0,0
1591,0,1,1,1,0,0,0,0,0,0,0
1593,1,0,1,0,0,0,0,0,0,0,0
1595,1,0,1,0,0,0,0,0,0,0,0
1598,0,0,0,0,1,1,1,1,0,0,0
1599,0,0,0,0,0,0,0,0,0,0,0
1600,1,1,0,0,1,1,1,0,0,1,1
1601,1,1,0,1,0,0,0,0,1,1,0
1603,0,0,0,0,0,0,1,1,0,0,0
1604,1,1,1,1,1,1,1,1,1,0,0
1606,1,1,1,0,1,1,1,1,0,0,0
1607,1,1,0,0,1,1,1,0,1,0,0
1608,1,1,1,0,1,0,1,0,0,0,0
1609,0,0,1,0,0,0,1,1,0,0,0
1612,0,0,0,1,0,0,1,0,0,0,0
1614,1,1,0,0,0,0,0,0,0,1,0
1615,1,0,0,0,0,0,0,0,0,0,0
1617,0,0,0,0,1,1,1,1,0,0,0
1618,0,0,0,0,0,0,0,0,0,1,0
1619,1,0,0,0,0,1,0,0,0,0,0
1620,0,0,1,0,1,0,1,0,0,0,0
1621,1,0,0,0,1,0,1,1,0,0,0
1624,0,0,1,0,0,0,0,0,0,0,0
1625,0,0,0,1,0,1,1,1,0,0,0
1628,1,0,0,0,0,0,0,0,0,0,0
1629,0,1,1,0,1,0,1,1,0,0,0
1632,0,0,0,0,0,0,0,0,0,1,1
1633,0,0,1,0,0,1,1,1,1,0,0
1636,0,0,0,0,0,0,0,0,0,1,0
1637,0,0,0,0,0,0,0,0,1,1,0
1639,1,0,0,0,0,0,0,0,0,1,0
1640,1,0,0,0,1,1,0,0,0,0,0
1641,0,0,0,0,0,1,1,1,0,0,0
1642,1,0,0,0,1,1,0,0,1,1,1
1644,1,0,0,1,1,0,0,0,0,0,0
1645,0,0,0,0,0,0,0,0,0,0,0
1646,0,0,0,0,0,0,0,0,0,0,0
1647,1,0,0,0,0,0,0,0,0,0,0
1648,1,1,0,0,0,0,1,0,0,0,0
1650,1,1,0,1,1,0,0,0,0,0,0
1651,1,0,1,0,0,0,1,1,0,0,0
1652,1,1,0,0,1,1,1,1,0,1,0
1653,0,1,1,0,0,0,0,0,0,0,0
1654,0,0,0,0,0,1,1,0,0,0,0
1655,1,1,0,0,0,1,1,1,0,0,0
1656,1,0,0,0,1,0,0,0,0,0,0
1657,0,0,0,0,0,0,0,0,0,1,0
1658,1,0,0,0,1,0,0,0,0,0,0
1659,1,0,0,0,0,0,0,0,0,0,1
1660,1,0,0,0,0,1,0,0,0,0,0
1661,0,0,1,0,0,0,0,1,0,0,0
1662,0,0,0,0,0,0,1,1,0,0,0
1663,1,0,0,0,0,0,0,0,0,0,0
1664,1,1,1,0,0,1,0,0,0,0,0
